Client_ID,WM,Trawl,CE,WC,WC_min,WC_max,Body_mass,Family,Species,Group,MS,percent_N,delta15N,percent_C,delta13C,CN,d13C_corrected,WC_mid,TLc,TLs
T22,NWC,13,6,08-16g,8,16,10.267,Stomiidae,Melanostomiinae,Tooth,Stomiidae,11.7,12.1,41,-19.1,3.504273504,-18.95076923,12,3.3235294117647056,2.874749826641924
T25,NWC,11,6,04-8g,4,8,8,Stomiidae,Malacosteus australis,Tooth,Stomiidae,12.2,11.3,39.7,-19.6,3.254098361,-19.6,6,3.088235294117647,2.6260374355747116
T26,NWC,12,6,08-16g,8,16,13.48,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,10.5,14.7,36.5,-17.7,3.476190476,-17.7,12,4.088235294117647,3.851357770775443
T35,NWC,10,6,0-0.5g,0,0.5,0.5,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,10.95436023,10.1471057,37.52890427,-19.41152459,3.425933006,-19.41152459,0.25,2.749148735294117,2.2987331813872807
ZOO06-125,NWC,EZ6,NA,0.000001-0.000008g,1e-6,8.18e-6,8.18e-6,Zooplankton,Zooplankton,Zoo,Zooplankton,7.2,5.9,32.1,-21.3,4.458333333,-20.20625,4.59e-6,1.5,1.320359345515157
ZOO07-250,NWC,EZ6,NA,0.000008-0.000065g,8.18e-6,6.54e-5,6.54e-5,Zooplankton,Zooplankton,Zoo,Zooplankton,8.9,6.8,37.8,-21.6,4.247191011,-20.7152809,3.6790000000000005e-5,1.7647058823529411,1.504012309031761
ZOO08-500,NWC,EZ6,NA,0.000065-0.000524g,6.54e-5,5.24e-4,5.24e-4,Zooplankton,Zooplankton,Zoo,Zooplankton,8.6,7.6,33.6,-20.1,3.906976744,-19.55209302,2.947e-4,2,1.6766766479600332
ZOO08-500,NWC,EZ6,NA,0.000065-0.000524g,6.54e-5,5.24e-4,5.24e-4,Zooplankton,Zooplankton,Zoo,Zooplankton,8,7.6,31.7,-19.7,3.9625,-19.097125,2.947e-4,2,1.6766766479600332
ZOO09-1000,NWC,EZ6,NA,0.000524-0.004189g,5.24e-4,0.00418879,0.00418879,Zooplankton,Zooplankton,Zoo,Zooplankton,5.2,7.6,22.8,-21.5,4.384615385,-20.47923077,0.0023563950000000003,2,1.6766766479600332
ZOO10-2000,NWC,EZ6,NA,0.004189-0.03351g,0.00418879,0.033510322,0.033510322,Zooplankton,Zooplankton,Zoo,Zooplankton,5.6,7.8,26.2,-21.1,4.678571429,-19.78821429,0.018849556,2.0588235294117645,1.7213496394080425
ZOO10-2000,NWC,EZ6,NA,0.004189-0.03351g,0.00418879,0.033510322,0.033510322,Zooplankton,Zooplankton,Zoo,Zooplankton,5.6,7.8,22.5,-20.9,4.017857143,-20.24232143,0.018849556,2.0588235294117645,1.7213496394080425
G140,SCC,19,6,01-2g,1,2,1.0176,Melanocetidae,Melanocetus johnsonii,Tooth,Other,9.2,12.8,33.2,-19.4,3.6,-19.156,1.5,3.705882352941177,3.2153594063465794
C02,SCC,18,6,01-2g,1,2,1.9895,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.4,10.2,43.9,-20.2,3.3,-20.2,1.5,2.9411764705882355,2.418809177611192
C03,SCC,18,6,0-0.5g,0,0.5,0.4667,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,10.9,9.1,38.2,-20.2,3.5,-20.055,0.25,2.6176470588235294,2.1338926139675323
C04,SCC,19,6,02-4g,2,4,3.8712,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.9,9.6,45.3,-20.1,3.3,-20.1,3,2.764705882352941,2.2602427405943692
C06,SCC,19,6,01-2g,1,2,1.9319,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.2,9.6,43.9,-20.4,3.3,-20.4,1.5,2.764705882352941,2.2602427405943692
C07,SCC,19,6,0.5-1g,0.5,1,0.8546,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.3,9.1,41.7,-20.5,3.4,-20.5,0.75,2.6176470588235294,2.1338926139675323
C08,SCC,19,6,01-2g,1,2,1.2403,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.5,9.7,44.7,-20.5,3.3,-20.5,1.5,2.7941176470588234,2.28612704934924
C09,SCC,19,6,01-2g,1,2,1.0705,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.1,9.5,42.7,-20.3,3.2,-20.3,1.5,2.735294117647059,2.2345675846069293
C10,SCC,19,6,0.5-1g,0.5,1,0.6467,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.9,8.6,41,-20.2,3.5,-20.055,0.75,2.4705882352941178,2.012375091178357
C14,SCC,19,6,0.5-1g,0.5,1,0.9731,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.3,8.6,38,-20.4,3.4,-20.4,0.75,2.4705882352941178,2.012375091178357
C15,SCC,19,6,0.5-1g,0.5,1,0.7687,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12,8.9,40.8,-20.3,3.4,-20.3,0.75,2.558823529411765,2.0847265517174423
C19,SCC,23,6,01-2g,1,2,1.2845,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.8,9.5,45.7,-20.2,3.3,-20.2,1.5,2.735294117647059,2.2345675846069293
C20,SCC,23,6,0.5-1g,0.5,1,0.8931,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.2,8.2,38.7,-20.2,3.5,-20.055,0.75,2.352941176470588,1.918399932021045
C21,SCC,23,6,0-0.5g,0,0.5,0.2036,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.3,7.9,39.4,-20.1,3.5,-19.955,0.25,2.264705882352941,1.8496986836175235
C22,SCC,24,6,02-4g,2,4,2.3528,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,14,9.8,45.8,-20,3.3,-20,3,2.8235294117647065,2.3122239464421446
C24,SCC,24,6,0.5-1g,0.5,1,0.9018,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.5,8.7,39,-20.2,3.4,-20.2,0.75,2.5,2.036309662970198
C27,SCC,27,6,02-4g,2,4,3.2094,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.5,10.5,45.4,-20.2,3.3,-20.2,3,3.0294117647058827,2.5011619556031564
C81,SCC,18,6,0.5-1g,0.5,1,0.7643,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.1,8.6,39.3,-20.3,3.6,-20.056,0.75,2.4705882352941178,2.012375091178357
C82,SCC,18,6,0-0.5g,0,0.5,0.3733,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,10.5,9.1,38.5,-20.5,3.7,-20.157,0.25,2.6176470588235294,2.1338926139675323
C83,SCC,18,6,0.5-1g,0.5,1,0.5195,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,10.6,8.6,37.9,-20.6,3.6,-20.356,0.75,2.4705882352941178,2.012375091178357
C84,SCC,18,6,0-0.5g,0,0.5,0.4189,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,10.6,9.2,37.9,-20.4,3.6,-20.156,0.25,2.6470588235294117,2.1587639010990296
C85,SCC,18,6,0-0.5g,0,0.5,0.4999,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,10.5,9.2,38.2,-20.6,3.6,-20.356,0.25,2.6470588235294117,2.1587639010990296
C86,SCC,18,6,0-0.5g,0,0.5,0.4577,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,10.4,9.2,37.8,-20.4,3.6,-20.156,0.25,2.6470588235294117,2.1587639010990296
C90,SCC,19,6,0-0.5g,0,0.5,0.2151,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,10.5,9.2,37.2,-20.4,3.5,-20.255,0.25,2.6470588235294117,2.1587639010990296
G01,SCC,19,6,0-0.5g,0,0.5,0.1263,Myctophidae,Lampanyctus 2,Mycto,Myctophidae,12.7,9.9,41.7,-19.8,3.3,-19.8,0.25,2.8529411764705888,2.338536952794858
G02,SCC,19,6,0-0.5g,0,0.5,0.093,Myctophidae,Lampanyctus 2,Mycto,Myctophidae,10.8,8.7,37.1,-20.5,3.4,-20.5,0.25,2.5,2.036309662970198
G05,SCC,18,6,01-2g,1,2,1.5481,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,12.8,11.8,40.8,-19.4,3.2,-19.4,1.5,3.4117647058823533,2.8849617496556794
G06,SCC,18,6,01-2g,1,2,1.89,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,12.5,11.8,40.1,-19.4,3.2,-19.4,1.5,3.4117647058823533,2.8849617496556794
G08,SCC,19,6,08-16g,8,16,9.5407,Myctophidae,Lampandena  luminosa,Mycto,Myctophidae,11.5,12.6,51.8,-20.6,4.5,-19.465,12,3.6470588235294117,3.146474278315998
G101,SCC,19,6,0-0.5g,0,0.5,0.2371,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,10,9,38.4,-20.4,3.8,-19.958,0.25,2.588235294117647,2.1092144899396823
G104,SCC,19,6,0-0.5g,0,0.5,0.3866,Myctophidae,Notoscopelus resplendens,Mycto,Myctophidae,10.6,8.7,36.8,-21,3.5,-20.855,0.25,2.5,2.036309662970198
G106,SCC,19,6,0-0.5g,0,0.5,0.1335,Myctophidae,Lampanyctus 2,Mycto,Myctophidae,10.1,9.2,38.3,-20.7,3.8,-20.258,0.25,2.6470588235294117,2.1587639010990296
G109,SCC,19,6,01-2g,1,2,1.8343,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,12.6,12.4,41.4,-19.5,3.3,-19.5,1.5,3.588235294117647,3.079050870945445
G11,SCC,19,6,04-8g,4,8,4.0245,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.6,8.2,42.5,-20.4,3.1,-20.4,6,2.352941176470588,1.918399932021045
G110,SCC,19,6,02-4g,2,4,2.113,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,13.3,11.5,41.3,-19.5,3.1,-19.5,3,3.323529411764706,2.792189183835701
G111,SCC,19,6,01-2g,1,2,1.9358,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,12.8,11.2,41.4,-19.6,3.2,-19.6,1.5,3.235294117647059,2.702048591571315
G112,SCC,19,6,01-2g,1,2,1.8588,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,12.8,11.2,41.8,-19.3,3.3,-19.3,1.5,3.235294117647059,2.702048591571315
G113,SCC,19,6,02-4g,2,4,2.112,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,13,11.3,40.6,-19.4,3.1,-19.4,3,3.2647058823529416,2.7318122322408236
G114,SCC,19,6,02-4g,2,4,2.6052,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,13.5,11.6,41.8,-19.3,3.1,-19.3,3,3.3529411764705883,2.822813396232024
G115,SCC,19,6,01-2g,1,2,1.1403,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,12.6,9.1,41.1,-20.4,3.3,-20.4,1.5,2.6176470588235294,2.1338926139675323
G116,SCC,22,6,01-2g,1,2,1.591,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,13.2,11.2,42.4,-19.6,3.2,-19.6,1.5,3.235294117647059,2.702048591571315
G118,SCC,22,6,02-4g,2,4,2.432,Myctophidae,Scopelopsis multipunctatus,Mycto,Myctophidae,14.1,11.2,43.7,-19.5,3.1,-19.5,3,3.235294117647059,2.702048591571315
G120,SCC,22,6,02-4g,2,4,3.9689,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,14.3,9.2,44.4,-20.4,3.1,-20.4,3,2.6470588235294117,2.1587639010990296
G121,SCC,22,6,02-4g,2,4,4.1199,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.3,9.3,44.6,-20.5,3.3,-20.5,3,2.6764705882352944,2.1838313990971083
G125,SCC,24,6,0.5-1g,0.5,1,0.5985,Myctophidae,Notoscopelus resplendens,Mycto,Myctophidae,11.5,8.2,39.4,-20.8,3.4,-20.8,0.75,2.352941176470588,1.918399932021045
G126,SCC,24,6,0.5-1g,0.5,1,0.5458,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.1,10.3,43.9,-20.5,3.9,-19.959,0.75,2.9705882352941178,2.4460236395875903
G127,SCC,24,6,0.5-1g,0.5,1,0.5694,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.6,10.2,43.8,-20.2,3.8,-19.758,0.75,2.9411764705882355,2.418809177611192
G128,SCC,24,6,0.5-1g,0.5,1,0.5189,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.9,10.3,42.1,-20,3.5,-19.855,0.75,2.9705882352941178,2.4460236395875903
G129,SCC,24,6,0.5-1g,0.5,1,0.5133,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.5,10.2,42.5,-20.2,3.7,-19.857,0.75,2.9411764705882355,2.418809177611192
G13,SCC,22,6,04-8g,4,8,4.4729,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.2,10.1,43.4,-19.7,3.3,-19.7,6,2.9117647058823533,2.3918258209477585
G130,SCC,24,6,0.5-1g,0.5,1,0.506,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.2,10.3,41.7,-20.6,3.7,-20.257,0.75,2.9705882352941178,2.4460236395875903
G131,SCC,24,6,0.5-1g,0.5,1,0.5,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.4,11.1,40.7,-19.9,3.6,-19.656,0.75,3.2058823529411766,2.6725611598334327
G14,SCC,22,6,02-4g,2,4,2.0802,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.7,8.8,42.6,-20.4,3.1,-20.4,3,2.5294117647058827,2.060425890312049
G15,SCC,22,6,04-8g,4,8,5.3206,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.5,10,44.3,-20.4,3.3,-20.4,6,2.882352941176471,2.3650696775311717
G16,SCC,22,6,02-4g,2,4,3.3703,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.9,8.8,44.2,-20.1,3.2,-20.1,3,2.5294117647058827,2.060425890312049
G19,SCC,24,6,01-2g,1,2,1.13,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,12.5,9,40.8,-20.2,3.3,-20.2,1.5,2.588235294117647,2.1092144899396823
G21,SCC,27,6,04-8g,4,8,7.0982,Myctophidae,Nannobrachium,Mycto,Myctophidae,12,11.2,42.9,-20.5,3.6,-20.256,6,3.235294117647059,2.702048591571315
G31,SCC,27,6,04-8g,4,8,6.7199,Myctophidae,Diaphus,Mycto,Myctophidae,12.2,12.5,39.8,-19.1,3.3,-19.1,6,3.6176470588235294,3.1125837469146536
G34,SCC,27,6,04-8g,4,8,4.2434,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,12.3,12.3,42.3,-19.8,3.4,-19.8,6,3.558823529411765,3.0458681803153578
G37,SCC,27,6,04-8g,4,8,4.6387,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,12.3,10.5,47.7,-20.4,3.9,-19.859,6,3.0294117647058827,2.5011619556031564
G85,SCC,18,6,0-0.5g,0,0.5,0.1991,Myctophidae,Lampanyctus 2,Mycto,Myctophidae,9.8,9.1,36.4,-20.4,3.7,-20.057,0.25,2.6176470588235294,2.1338926139675323
G87,SCC,18,6,04-8g,4,8,5.3817,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,11,9.5,39.3,-19.9,3.6,-19.656,6,2.735294117647059,2.2345675846069293
G88,SCC,18,6,0-0.5g,0,0.5,0.289,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,10.2,9.3,38.7,-20.3,3.8,-19.858,0.25,2.6764705882352944,2.1838313990971083
G93,SCC,18,6,0-0.5g,0,0.5,0.4338,Myctophidae,Lampanyctus 2,Mycto,Myctophidae,10,8.8,37.6,-20.3,3.7,-19.957,0.25,2.5294117647058827,2.060425890312049
H01,SCC,19,6,0.5-1g,0.5,1,0.8725,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.9,9.5,44.1,-19.9,3.4,-19.9,0.75,2.735294117647059,2.2345675846069293
H02,SCC,19,6,01-2g,1,2,1.1035,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.4,9.6,46,-19.7,3.4,-19.7,1.5,2.764705882352941,2.2602427405943692
H03,SCC,19,6,01-2g,1,2,1.2272,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13,9.5,43.4,-19.8,3.4,-19.8,1.5,2.735294117647059,2.2345675846069293
H04,SCC,19,6,01-2g,1,2,1.5168,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.8,10.1,43.5,-19.7,3.4,-19.7,1.5,2.9117647058823533,2.3918258209477585
H05,SCC,19,6,0.5-1g,0.5,1,0.7674,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.3,9.5,43.5,-19.6,3.5,-19.455,0.75,2.735294117647059,2.2345675846069293
H08,SCC,19,6,0-0.5g,0,0.5,0.4805,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.5,9.6,39.8,-19.8,3.5,-19.655,0.25,2.764705882352941,2.2602427405943692
H09,SCC,19,6,01-2g,1,2,1.4035,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.7,10,43.4,-19.9,3.4,-19.9,1.5,2.882352941176471,2.3650696775311717
H10,SCC,22,6,02-4g,2,4,3.6127,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.5,10.5,45.2,-20.1,3.6,-19.856,3,3.0294117647058827,2.5011619556031564
H11,SCC,22,6,01-2g,1,2,1.9838,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.8,10,49,-20.2,3.8,-19.758,1.5,2.882352941176471,2.3650696775311717
H12,SCC,22,6,01-2g,1,2,1.7794,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.3,10.1,46.1,-20,3.5,-19.855,1.5,2.9117647058823533,2.3918258209477585
H14,SCC,22,6,04-8g,4,8,4.0906,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.7,11.1,45.7,-19.5,3.3,-19.5,6,3.2058823529411766,2.6725611598334327
H17,SCC,23,6,02-4g,2,4,2.5581,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.3,10.5,47.7,-20.4,3.9,-19.859,3,3.0294117647058827,2.5011619556031564
H19,SCC,24,6,02-4g,2,4,3.0943,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.6,9.9,43.1,-19.8,3.4,-19.8,3,2.8529411764705888,2.338536952794858
H22,SCC,24,6,0.5-1g,0.5,1,0.7837,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.8,9.2,44.9,-19.8,3.5,-19.655,0.75,2.6470588235294117,2.1587639010990296
H25,SCC,24,6,0.5-1g,0.5,1,0.964,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,16.3,9.4,57.4,-19.6,3.5,-19.455,0.75,2.7058823529411766,2.209098228430907
H71,SCC,18,6,04-8g,4,8,5.2971,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.9,10.3,43.3,-19.9,3.3,-19.9,6,2.9705882352941178,2.4460236395875903
H72,SCC,18,6,01-2g,1,2,1.2344,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.6,9.2,41.2,-19.9,3.5,-19.755,1.5,2.6470588235294117,2.1587639010990296
H73,SCC,18,6,01-2g,1,2,1.59782,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.1,9.8,42.2,-19.8,3.5,-19.655,1.5,2.8235294117647065,2.3122239464421446
H74,SCC,18,6,02-4g,2,4,2.578,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.8,10.1,43.8,-19.7,3.4,-19.7,3,2.9117647058823533,2.3918258209477585
H75,SCC,18,6,0.5-1g,0.5,1,0.925,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.2,10,43.2,-20,3.5,-19.855,0.75,2.882352941176471,2.3650696775311717
H76,SCC,18,6,0.5-1g,0.5,1,0.7615,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.2,9.7,42.7,-20,3.5,-19.855,0.75,2.7941176470588234,2.28612704934924
H77,SCC,18,6,0-0.5g,0,0.5,0.3831,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.3,9.4,39.6,-20,3.5,-19.855,0.25,2.7058823529411766,2.209098228430907
H79,SCC,24,6,0-0.5g,0,0.5,0.2506,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,10.6,10.1,40.1,-19.9,3.8,-19.458,0.25,2.9117647058823533,2.3918258209477585
H80,SCC,24,6,0-0.5g,0,0.5,0.3394,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.3,9,40.4,-19.7,3.6,-19.456,0.25,2.588235294117647,2.1092144899396823
H81,SCC,19,6,0-0.5g,0,0.5,0.3466,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.1,9.3,39.3,-19.5,3.5,-19.355,0.25,2.6764705882352944,2.1838313990971083
H83,SCC,19,6,0-0.5g,0,0.5,0.3187,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,10.9,9.6,38.7,-20.1,3.5,-19.955,0.25,2.764705882352941,2.2602427405943692
H84,SCC,19,6,0-0.5g,0,0.5,0.3898,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.6,9.9,40.3,-19.1,3.5,-18.955,0.25,2.8529411764705888,2.338536952794858
H85,SCC,19,6,0-0.5g,0,0.5,0.3282,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,10.9,9.6,36,-19.7,3.3,-19.7,0.25,2.764705882352941,2.2602427405943692
POM1,SCC,EZ 8,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,2.9,NA,-22.1,4.5,-20.965,NA,0.7941176470588235,0.880888093051977
POM2,SCC,EZ 8,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,3.5,NA,-21.7,6.3,-18.783,NA,0.9705882352941176,0.9827081973858681
POM3,SCC,EZ 9,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,3.8,NA,-22.2,7,-18.59,NA,1.0588235294117647,1.0348684933377503
POM4,SCC,EZ 9,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,4.2,NA,-23,7.5,-18.895,NA,1.1764705882352942,1.1057747966661118
T01,SCC,18,6,0-0.5g,0,0.5,0.4264,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9,11.2,31.2,-19.5,3.5,-19.355,0.25,3.235294117647059,2.702048591571315
T05,SCC,19,6,0.5-1g,0.5,1,0.832,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9.3,11.3,31.7,-19.7,3.4,-19.7,0.75,3.2647058823529416,2.7318122322408236
T07,SCC,19,6,0.5-1g,0.5,1,0.7803,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9.5,12.2,32.3,-19.3,3.4,-19.3,0.75,3.5294117647058822,3.013028436548376
T10,SCC,22,6,0-0.5g,0,0.5,0.4075,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9.9,11.8,34.4,-19.7,3.5,-19.555,0.25,3.4117647058823533,2.8849617496556794
T12,SCC,23,6,0-0.5g,0,0.5,0.1134,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,10.2,9.3,35.6,-19.9,3.5,-19.755,0.25,2.6764705882352944,2.1838313990971083
T13,SCC,23,6,0-0.5g,0,0.5,0.2759,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,8.3,10.5,28.3,-19.8,3.4,-19.8,0.25,3.0294117647058827,2.5011619556031564
T14,SCC,23,6,0.5-1g,0.5,1,0.6083,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9,11.2,30.9,-19.4,3.4,-19.4,0.75,3.235294117647059,2.702048591571315
T27,SCC,24,6,0.5-1g,0.5,1,0.7774,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,8.3,11.1,27.6,-18.6,3.3,-18.6,0.75,3.2058823529411766,2.6725611598334327
T28,SCC,24,6,0.5-1g,0.5,1,0.6775,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,10.3,7.4,33,-19.4,3.2,-19.4,0.75,2.1176470588235294,1.7383978163009717
T29,SCC,24,6,0.5-1g,0.5,1,0.7008,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,10.6,9.8,36.2,-20.1,3.4,-20.1,0.75,2.8235294117647065,2.3122239464421446
T31,SCC,24,6,01-2g,1,2,1.1976,Stomiidae,Eustomias,Tooth,Stomiidae,11.6,10.5,38.8,-19.7,3.4,-19.7,1.5,3.0294117647058827,2.5011619556031564
T33,SCC,27,6,01-2g,1,2,1.9495,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,10.4,10.8,37.9,-19.7,3.6,-19.456,1.5,3.11764705882353,2.5857060135730086
T34,SCC,27,6,01-2g,1,2,1.8292,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,10.9,10.5,37.7,-19.7,3.5,-19.555,1.5,3.0294117647058827,2.5011619556031564
T36,SCC,27,6,04-8g,4,8,6.9185,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,14.2,8.4,63.4,-21,4.5,-19.865,6,2.4117647058823533,1.9650401099340127
T47,SCC,24,6,0.5-1g,0.5,1,0.5855,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,10.9,9.9,37.4,-19.2,3.4,-19.2,0.75,2.8529411764705888,2.338536952794858
T52,SCC,24,6,0-0.5g,0,0.5,0.115,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9.7,9.5,35.4,-20.1,3.7,-19.757,0.25,2.735294117647059,2.2345675846069293
