Client_ID,WM,Trawl,CE,WC,WC_min,WC_max,Body_mass,Family,Species,Group,MS,percent_N,delta15N,percent_C,delta13C,CN,d13C_corrected,WC_mid,TLc,TLs
T54,SCC,19,6,0.5-1g,0.5,1,0.7466,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,8.8,10.7,30.4,-19.3,3.5,-19.155,0.75,3.088235294117647,2.55727398727427
T55,SCC,19,6,0-0.5g,0,0.5,0.4613,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,8.8,10.4,31.6,-19.8,3.6,-19.556,0.25,3.0000000000000004,2.473473199811763
T62,SCC,18,6,0-0.5g,0,0.5,0.4324,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,8.9,10.9,29.9,-19.4,3.3,-19.4,0.25,3.147058823529412,2.6143947444673024
T63,SCC,22,6,0-0.5g,0,0.5,0.4075,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,7.2,9.5,26.6,-19.1,3.7,-18.757,0.25,2.735294117647059,2.2345675846069293
Z1-125,SCC,EZ 11,6,0.000001-0.000008g,1e-6,8.18e-6,2.89e-6,Zooplankton,Zooplankton,Zoo,Zooplankton,5.4,5,23.9,-20.4,4.5,-19.265,4.59e-6,1.4117647058823528,1.2525183868908156
Z2-250,SCC,EZ 11,6,0.000008-0.000065g,8.18e-6,6.54e-5,2.31e-5,Zooplankton,Zooplankton,Zoo,Zooplankton,8.2,5.2,36.7,-21.4,4.5,-20.265,3.6790000000000005e-5,1.4705882352941178,1.2902881764947645
Z3-500,SCC,EZ 11,6,0.000065g-0.000524g,6.54e-5,5.24e-4,1.85e-4,Zooplankton,Zooplankton,Zoo,Zooplankton,8.2,6.1,34.8,-20.5,4.2,-19.662,2.947e-4,1.7352941176470589,1.466038418685257
Z4-1000,SCC,EZ 11,6,0.000524-0.004189g,5.24e-4,0.00418879,0.001480961,Zooplankton,Zooplankton,Zoo,Zooplankton,8,6.3,36.4,-20.5,4.6,-19.266,0.0023563950000000003,1.7941176470588234,1.5064502054711344
Z5-2000,SCC,EZ 11,6,0.004189-0.03351g,0.00418879,0.033510322,0.011847688,Zooplankton,Zooplankton,Zoo,Zooplankton,9,6.1,34.1,-20.3,3.8,-19.858,0.018849556,1.7352941176470589,1.466038418685257
G138,SWC,34,6,01-2g,1,2,1.269,Melanocetidae,Melanocetus johnsonii,Tooth,Other,10.7,13,40.5,-19.4,3.8,-18.958,1.5,4.411764705882353,3.646012926448946
G139,SWC,34,6,01-2g,1,2,1.9445,Melanocetidae,Melanocetus johnsonii,Tooth,Other,10.8,11.1,41.1,-19.6,3.8,-19.158,1.5,3.8529411764705883,3.032803044705498
C28,SWC,34,6,0.5-1g,0.5,1,0.9882,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12,8.5,40.5,-19.7,3.4,-19.7,0.75,3.088235294117647,2.3488613436137067
C29,SWC,34,6,01-2g,1,2,1.1835,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.4,8.7,42.4,-20.6,3.4,-20.6,1.5,3.1470588235294117,2.3965515478422628
C30,SWC,34,6,01-2g,1,2,1.6768,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.3,8.5,41.5,-20.3,3.4,-20.3,1.5,3.088235294117647,2.3488613436137067
C33,SWC,34,6,01-2g,1,2,1.1355,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.5,8.8,41.9,-20.6,3.3,-20.6,1.5,3.1764705882352944,2.4206677751841137
C34,SWC,34,6,0.5-1g,0.5,1,0.92,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12,7.8,42.5,-20.8,3.5,-20.655,0.75,2.8823529411764706,2.187366320946219
C35,SWC,34,6,0.5-1g,0.5,1,0.7608,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.7,7.8,41.8,-20.6,3.6,-20.356,0.75,2.8823529411764706,2.187366320946219
C36,SWC,34,6,0-0.5g,0,0.5,0.2574,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.8,7.3,40.6,-20.9,3.4,-20.9,0.25,2.735294117647059,2.0768398273433313
C37,SWC,34,6,0-0.5g,0,0.5,0.4002,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.9,7.9,41.3,-20.4,3.5,-20.255,0.25,2.9117647058823533,2.2099405684895883
C38,SWC,34,6,0-0.5g,0,0.5,0.3445,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.3,7.7,41.1,-20.7,3.6,-20.456,0.25,2.8529411764705883,2.1649513182772324
C39,SWC,34,6,0-0.5g,0,0.5,0.2973,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.5,7.5,41.8,-20.9,3.6,-20.656,0.25,2.7941176470588234,2.120590170182163
C40,SWC,34,6,0-0.5g,0,0.5,0.4767,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.8,8.6,42.6,-20,3.6,-19.756,0.25,3.1176470588235294,2.3726169760504217
C42,SWC,34,6,0-0.5g,0,0.5,0.308,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.3,7.5,41.4,-20.6,3.7,-20.257,0.25,2.7941176470588234,2.120590170182163
C43,SWC,34,6,0-0.5g,0,0.5,0.4131,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.8,7.6,40,-20.5,3.4,-20.5,0.25,2.8235294117647056,2.14269332949821
C44,SWC,34,6,0-0.5g,0,0.5,0.3232,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,11.4,7.7,38.7,-20.5,3.4,-20.5,0.25,2.8529411764705883,2.1649513182772324
C46,SWC,34,6,0.5-1g,0.5,1,0.6833,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12,7.1,41.5,-21.2,3.5,-21.055,0.75,2.676470588235294,2.033683697695321
C47,SWC,34,6,0.5-1g,0.5,1,0.8243,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.7,8.1,43.7,-20.7,3.4,-20.7,0.75,2.9705882352941178,2.2555759629675443
C48,SWC,34,6,0.5-1g,0.5,1,0.598,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.2,7.9,45.1,-20.5,3.4,-20.5,0.75,2.9117647058823533,2.2099405684895883
C49,SWC,34,6,0.5-1g,0.5,1,0.5042,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.4,8.3,42.4,-20,3.4,-20,0.75,3.0294117647058827,2.3018763325886433
C51,SWC,34,6,01-2g,1,2,1.344,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.4,9,45.8,-20.5,3.4,-20.5,1.5,3.235294117647059,2.469456374811747
C52,SWC,34,6,01-2g,1,2,1.05,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.4,8.6,44.6,-20.1,3.3,-20.1,1.5,3.1176470588235294,2.3726169760504217
C53,SWC,34,6,02-4g,2,4,2.0235,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13,8.7,43.8,-20,3.4,-20,3,3.1470588235294117,2.3965515478422628
C54,SWC,34,6,01-2g,1,2,1.82,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.2,9,43.9,-20.1,3.3,-20.1,1.5,3.235294117647059,2.469456374811747
C55,SWC,34,6,02-4g,2,4,2.1541,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.3,9.2,43.9,-20.2,3.3,-20.2,3,3.2941176470588234,2.5190057859710944
C56,SWC,34,6,0.5-1g,0.5,1,0.9555,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.6,8.2,43.3,-20.6,3.4,-20.6,0.75,3,2.27864181689311
C57,SWC,34,6,02-4g,2,4,2.1867,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.7,8.9,45.2,-20.1,3.3,-20.1,3,3.2058823529411766,2.444968436589507
C58,SWC,34,6,01-2g,1,2,1.6025,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.1,9,44,-20,3.4,-20,1.5,3.235294117647059,2.469456374811747
C59,SWC,34,6,02-4g,2,4,2.2335,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.2,9.5,44.8,-19.7,3.4,-19.7,3,3.3823529411764706,2.5948094694789945
C60,SWC,34,6,01-2g,1,2,1.7749,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.7,9.1,45.5,-20.2,3.3,-20.2,1.5,3.264705882352941,2.494134498839597
C61,SWC,34,6,02-4g,2,4,2.5491,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.9,9.2,42.2,-20,3.3,-20,3,3.2941176470588234,2.5190057859710944
C62,SWC,34,6,02-4g,2,4,2.5424,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.3,8.2,44,-20.3,3.3,-20.3,3,3,2.27864181689311
C63,SWC,34,6,02-4g,2,4,2.1635,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.7,8.9,43,-20,3.4,-20,3,3.2058823529411766,2.444968436589507
C65,SWC,34,6,02-4g,2,4,2.7891,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.1,9.2,44,-20.3,3.4,-20.3,3,3.2941176470588234,2.5190057859710944
C72,SWC,34,6,04-8g,4,8,4.1192,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13,8.9,43.8,-20.2,3.4,-20.2,6,3.2058823529411766,2.444968436589507
C76,SWC,34,6,04-8g,4,8,4.5982,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,13.1,9,44.5,-20.2,3.4,-20.2,6,3.235294117647059,2.469456374811747
C77,SWC,34,6,04-8g,4,8,4.4251,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.6,9.5,44.6,-20.3,3.5,-20.155,6,3.3823529411764706,2.5948094694789945
C78,SWC,34,6,04-8g,4,8,4.2705,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.7,8.8,43.1,-20.2,3.4,-20.2,6,3.1764705882352944,2.4206677751841137
C79,SWC,34,6,04-8g,4,8,4.9114,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.2,10.1,43.5,-20.4,3.6,-20.156,6,3.5588235294117645,2.7520677058198233
C80,SWC,34,6,04-8g,4,8,4.525,Myctophidae,Ceratoscopelus warmingii,Cerato,Myctophidae,12.6,9.4,42.8,-20.3,3.4,-20.3,6,3.3529411764705883,2.569340113302972
G132,SWC,34,6,0.5-1g,0.5,1,0.6605,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,12.6,9.8,44.1,-20.4,3.5,-20.255,0.75,3.4705882352941178,2.6724658313142093
G133,SWC,34,6,0.5-1g,0.5,1,0.9571,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,12.8,10.7,42.1,-19.4,3.3,-19.4,0.75,3.7352941176470584,2.9175158721463346
G134,SWC,34,6,0.5-1g,0.5,1,0.7273,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,12,11.6,41.7,-19.6,3.5,-19.455,0.75,4,3.1830552811040893
G135,SWC,34,6,0.5-1g,0.5,1,0.5677,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,12.8,10.2,42.7,-19.8,3.3,-19.8,0.75,3.5882352941176467,2.779051062483257
G136,SWC,34,6,0.5-1g,0.5,1,0.9177,Myctophidae,Notoscopelus resplendens,Mycto,Myctophidae,12.2,10.5,41,-19.4,3.3,-19.4,0.75,3.676470588235294,2.861403840475221
G137,SWC,34,6,0-0.5g,0,0.5,0.3993,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.5,11.5,40.9,-19.6,3.6,-19.356,0.25,3.9705882352941178,3.1524310687077657
G23,SWC,34,6,04-8g,4,8,6.4373,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,31.3,9.9,99.5,-19.7,3.2,-19.7,6,3.5,2.6987788376669233
G24,SWC,34,6,04-8g,4,8,6.0663,Myctophidae,Symbolophorus evermanni,Mycto,Myctophidae,13.4,10.2,42.8,-19.7,3.2,-19.7,6,3.5882352941176467,2.779051062483257
G26,SWC,34,6,04-8g,4,8,7.4926,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,14.1,10.3,44.1,-19.1,3.1,-19.1,6,3.6176470588235294,2.806265524459655
G27,SWC,34,6,04-8g,4,8,5.1495,Myctophidae,Symbolophorus evermanni,Mycto,Myctophidae,13.5,10.3,43.7,-19.9,3.2,-19.9,6,3.6176470588235294,2.806265524459655
G38,SWC,38,6,08-16g,8,16,9.6876,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,14.7,11.7,45.9,-19.2,3.1,-19.2,12,4.029411764705882,3.213977517188582
G40,SWC,38,6,0-0.5g,0,0.5,0.4806,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.3,8.6,40.1,-20.4,3.6,-20.156,0.25,3.1176470588235294,2.3726169760504217
G43,SWC,39,6,0-0.5g,0,0.5,0.3874,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.1,9.4,38.4,-19.3,3.5,-19.155,0.25,3.3529411764705883,2.569340113302972
G44,SWC,39,6,0-0.5g,0,0.5,0.289,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.2,9,39.8,-20,3.5,-19.855,0.25,3.235294117647059,2.469456374811747
G46,SWC,39,6,0-0.5g,0,0.5,0.2466,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11,8.7,40.5,-20,3.7,-19.657,0.25,3.1470588235294117,2.3965515478422628
G47,SWC,39,6,0-0.5g,0,0.5,0.2122,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,10.5,9.5,42.1,-20.1,4,-19.46,0.25,3.3823529411764706,2.5948094694789945
G51,SWC,39,6,0-0.5g,0,0.5,0.0545,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.4,9.3,39.2,-20.1,3.4,-20.1,0.25,3.323529411764706,2.5440732839691735
G52,SWC,34,6,08-16g,8,16,8.0123,Myctophidae,Symbolophorus evermanni,Mycto,Myctophidae,14.3,12.2,45.4,-19.6,3.2,-19.6,12,4.1764705882352935,3.3732703214204407
G53,SWC,34,6,04-8g,4,8,5.9653,Myctophidae,Lampandena  luminosa,Mycto,Myctophidae,12.9,10.2,40.1,-19.3,3.1,-19.3,6,3.5882352941176467,2.779051062483257
G54,SWC,34,6,04-8g,4,8,4.0377,Myctophidae,Lampandena  luminosa,Mycto,Myctophidae,13.3,11.6,42.1,-19.2,3.2,-19.2,6,4,3.1830552811040893
G55,SWC,34,6,04-8g,4,8,5.4982,Myctophidae,Symbolophorus evermanni,Mycto,Myctophidae,14.3,11.4,45.1,-19.3,3.2,-19.3,6,3.9411764705882355,3.1220991901819226
G62,SWC,34,6,0.5-1g,0.5,1,0.5258,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.5,9.4,42.4,-20.1,3.7,-19.757,0.75,3.3529411764705883,2.569340113302972
G76,SWC,34,6,08-16g,8,16,8.7954,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.9,10.9,44.4,-19.6,3.2,-19.6,12,3.794117647058824,2.974636629339367
G77,SWC,34,6,04-8g,4,8,7.884,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.3,12.2,42,-18.8,3.2,-18.8,6,4.1764705882352935,3.3732703214204407
G84,SWC,38,6,08-16g,8,16,11.5858,Myctophidae,Sybolophorus barnardi,Mycto,Myctophidae,13.9,11.7,43.4,-19,3.1,-19,12,4.029411764705882,3.213977517188582
G96,SWC,39,6,0.5-1g,0.5,1,0.5922,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.9,9.9,40.4,-19.5,3.4,-19.5,0.75,3.5,2.6987788376669233
G97,SWC,39,6,0-0.5g,0,0.5,0.4483,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,10.8,8.7,36.6,-20.3,3.4,-20.3,0.25,3.1470588235294117,2.3965515478422628
G98,SWC,39,6,0.5-1g,0.5,1,0.5144,Myctophidae,Lampanyctus 1,Mycto,Myctophidae,11.3,10,37,-25.3,3.3,-25.3,0.75,3.5294117647058822,2.725311562403237
H27,SWC,38,6,02-4g,2,4,3.6555,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.7,10.5,43.5,-18.9,3.2,-18.9,3,3.676470588235294,2.861403840475221
H28,SWC,38,6,02-4g,2,4,3.663,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,14,10.5,44.5,-19.3,3.2,-19.3,3,3.676470588235294,2.861403840475221
H29,SWC,38,6,02-4g,2,4,3.4785,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,14.1,11.3,45.3,-19,3.2,-19,3,3.9117647058823533,3.0920541171128884
H30,SWC,38,6,02-4g,2,4,2.9544,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.5,11.3,44.4,-19.2,3.3,-19.2,3,3.9117647058823533,3.0920541171128884
H31,SWC,38,6,02-4g,2,4,3.5127,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,14.2,11.3,45.3,-19.1,3.2,-19.1,3,3.9117647058823533,3.0920541171128884
H32,SWC,38,6,02-4g,2,4,3.3855,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,14,10.6,44.8,-19.3,3.2,-19.3,3,3.705882352941176,2.8893359972084083
H33,SWC,38,6,02-4g,2,4,3.0622,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,14,11.5,44.7,-18.9,3.2,-18.9,3,3.9705882352941178,3.1524310687077657
H34,SWC,38,6,02-4g,2,4,2.6546,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.8,11.3,45,-19.4,3.3,-19.4,3,3.9117647058823533,3.0920541171128884
H40,SWC,38,6,01-2g,1,2,1.9471,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,10.6,10.2,35.5,-19.7,3.4,-19.7,1.5,3.5882352941176467,2.779051062483257
H45,SWC,38,6,0.5-1g,0.5,1,0.6055,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.5,8.5,41,-20.1,3.3,-20.1,0.75,3.088235294117647,2.3488613436137067
H46,SWC,38,6,0-0.5g,0,0.5,0.39,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.3,8.4,41.1,-20.1,3.3,-20.1,0.25,3.058823529411765,2.3252819948060774
H47,SWC,38,6,0.5-1g,0.5,1,0.7343,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.2,9.3,42.4,-19.3,3.2,-19.3,0.75,3.323529411764706,2.5440732839691735
H48,SWC,38,6,0-0.5g,0,0.5,0.2961,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12.3,11.2,41.3,-19.5,3.4,-19.5,0.25,3.8823529411764706,3.06229047644338
H49,SWC,38,6,0-0.5g,0,0.5,0.261,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12,9.6,40.5,-19.3,3.4,-19.3,0.25,3.411764705882353,2.620484625466434
H50,SWC,38,6,0-0.5g,0,0.5,0.1644,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.7,7.9,39.8,-20.5,3.4,-20.5,0.25,2.9117647058823533,2.2099405684895883
H51,SWC,38,6,0-0.5g,0,0.5,0.2757,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.6,8.8,38.7,-19.7,3.3,-19.7,0.25,3.1764705882352944,2.4206677751841137
H52,SWC,38,6,0-0.5g,0,0.5,0.2603,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,12,10.2,40.7,-19.7,3.4,-19.7,0.25,3.5882352941176467,2.779051062483257
H53,SWC,38,6,0-0.5g,0,0.5,0.2677,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.9,8.1,39.6,-20.2,3.3,-20.2,0.25,2.9705882352941178,2.2555759629675443
H55,SWC,38,6,0-0.5g,0,0.5,0.1442,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.6,9.2,40.8,-20.1,3.5,-19.955,0.25,3.2941176470588234,2.5190057859710944
H56,SWC,38,6,04-8g,4,8,4.28,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.4,10.9,42.8,-19.3,3.2,-19.3,6,3.794117647058824,2.974636629339367
H57,SWC,38,6,04-8g,4,8,4.2162,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.3,11,41.6,-18.9,3.1,-18.9,6,3.823529411764706,3.003586742518856
H58,SWC,38,6,04-8g,4,8,4.1728,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.5,9.8,42.8,-19.1,3.2,-19.1,6,3.4705882352941178,2.6724658313142093
H60,SWC,38,6,04-8g,4,8,4.0582,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.4,11.1,43.1,-19.3,3.2,-19.3,6,3.8529411764705883,3.032803044705498
H61,SWC,38,6,04-8g,4,8,4.3038,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13,10.8,41.2,-18.9,3.2,-18.9,6,3.7647058823529416,2.9459478984450733
H62,SWC,38,6,04-8g,4,8,4.1359,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.2,11.2,41.5,-19.3,3.2,-19.3,6,3.8823529411764706,3.06229047644338
H63,SWC,38,6,04-8g,4,8,4.1699,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,13.4,11.2,42.4,-19.2,3.2,-19.2,6,3.8823529411764706,3.06229047644338
H86,SWC,34,6,0.5-1g,0.5,1,0.6456,Myctophidae,Hygophum hygomii,Hygo,Myctophidae,11.7,10.4,44.7,-20.5,3.8,-20.058,0.75,3.6470588235294117,2.8337150846838277
POM5,SWC,EZ12,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,0.6,NA,-25.2,7.9,-20.699,NA,0.7647058823529411,0.8785082925316939
POM6,SWC,EZ12,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,0.8,NA,-25.4,8,-20.8,NA,0.8235294117647058,0.9084485129801211
POM7,SWC,EZ12,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,3.7,NA,-25.7,5.9,-23.179,NA,1.676470588235294,1.3776283031501801
POM8,SWC,EZ12,6,NA,NA,NA,NA,Particulate Organic Matter,Particulate Organic Matter,POM,POM,NA,0.5,NA,-25.1,8.2,-20.302,NA,0.7352941176470588,0.8636433140320285
T37,SWC,34,6,0.5-1g,0.5,1,0.5175,Stomiidae,Astronesthes indicus,Tooth,Stomiidae,12.1,10.2,40.1,-19.1,3.3,-19.1,0.75,3.5882352941176467,2.779051062483257
T38,SWC,34,6,01-2g,1,2,1.3505,Stomiidae,Melanostomias,Tooth,Stomiidae,11.2,13.7,45.3,-19.2,4,-18.56,1.5,4.617647058823529,3.9055185325631316
T41,SWC,34,6,02-4g,2,4,2.7366,Stomiidae,Malacosteus australis,Tooth,Stomiidae,8.6,12.3,48.9,-20.8,5.7,-18.477,3,4.205882352941177,3.4061100651874225
T42,SWC,38,6,0.5-1g,0.5,1,0.5322,Stomiidae,Stomias Boa,Tooth,Stomiidae,11,9.1,36.4,-19,3.3,-19,0.75,3.264705882352941,2.494134498839597
T43,SWC,39,6,0-0.5g,0,0.5,0.1963,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9.5,9.2,32.6,-19.5,3.4,-19.5,0.25,3.2941176470588234,2.5190057859710944
T44,SWC,39,6,0-0.5g,0,0.5,0.2916,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,9.4,8.8,32.1,-19.6,3.4,-19.6,0.25,3.1764705882352944,2.4206677751841137
T56,SWC,39,6,0-0.5g,0,0.5,0.0817,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,8.5,8.1,32.6,-20.5,3.8,-20.058,0.25,2.9705882352941178,2.2555759629675443
T57,SWC,39,6,0-0.5g,0,0.5,0.1271,Stomiidae,Idiacanthus atlanticus,Tooth,Stomiidae,8.1,9.3,30.8,-19.9,3.8,-19.458,0.25,3.323529411764706,2.5440732839691735
T58,SWC,39,6,0.5-1g,0.5,1,0.7413,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,10.9,10.1,37.4,-19.5,3.4,-19.5,0.75,3.5588235294117645,2.7520677058198233
T59,SWC,39,6,0.5-1g,0.5,1,0.528,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,10.1,10.8,34.9,-19.4,3.4,-19.4,0.75,3.7647058823529416,2.9459478984450733
T61,SWC,38,6,0-0.5g,0,0.5,0.3624,Stomiidae,Chauliodus sloani,Tooth,Stomiidae,11.2,10.2,38.1,-19.4,3.4,-19.4,0.25,3.5882352941176467,2.779051062483257
Z10-2000,SWC,EZ 12,6,0.004189-0.03351g,0.00418879,0.033510322,0.011847688,Zooplankton,Zooplankton,Zoo,Zooplankton,8,6,31.2,-21.3,3.9,-20.759,0.018849556,2.352941176470588,1.8062655244596564
Z6-125,SWC,EZ 12,6,0.000001-0.000008g,1e-6,8.18e-6,2.89e-6,Zooplankton,Zooplankton,Zoo,Zooplankton,7,2.7,32.1,-22.4,4.6,-21.166,4.59e-6,1.3823529411764706,1.2079023060652774
Z7-250,SWC,EZ 12,6,0.000008-0.000065g,8.18e-6,6.54e-5,2.31e-5,Zooplankton,Zooplankton,Zoo,Zooplankton,8.1,3,35.7,-22.8,4.4,-21.764,3.6790000000000005e-5,1.4705882352941178,1.2578750282787798
Z8-500,SWC,EZ 12,6,0.000065g-0.000524g,6.54e-5,5.24e-4,1.85e-4,Zooplankton,Zooplankton,Zoo,Zooplankton,6.5,4.5,26,-21.8,4,-21.16,2.947e-4,1.9117647058823528,1.5202544752224467
Z9-1000,SWC,EZ 12,6,0.000524-0.004189g,5.24e-4,0.00418879,0.001480961,Zooplankton,Zooplankton,Zoo,Zooplankton,7.5,5.5,29.6,-21.5,4,-20.86,0.0023563950000000003,2.2058823529411766,1.708040110904832
